Fecha,Texto,Usuario,Localización,Longitud,Latitud
2020-06-06 16:29:33,"RT @Marysa191988: La derecha crea empleos precarios, la izquierda paro de calidad.",pescuezodepato,,,
2020-06-06 16:29:36,@ashleyncanedo bring me the horchata paro,LuisAguirreJr1,"Tucson, AZ",,
2020-06-06 16:29:37,RT @galvanochoa: Se equivocaron los economistas. El lunes publicaré por qué. En realidad el empleo creció inesperadamente.,boldblack23,"Moscú, Rusia",,
2020-06-06 16:29:38,Me paro me siento me acuesto me paro me siento me acuesto,AgusCarpGg,Banfield,,
2020-06-06 16:29:40,sonhei agr pouco que estava com uma família e tinha um menino lindo que nunca vi na vida e eu não paro de pensar ne… https://t.co/2u8CZetwco,Sokog_,Brasil ,,
2020-06-06 16:29:41,"RT @qtf: IMÁGENES de Reforma, Polanco, Embajada de EEUU ... me estruja el corazón. Aterrador ver las consecuencias de los discursos de odio…",ggtzh2012,,,
2020-06-06 16:29:41,"RT @Aranciojelyfish: ※再掲
『绿谷总受哨兵向导PARO』 https://t.co/6cuPWprdsm",MoonphantomA,France,,
2020-06-06 16:29:43,"@EugeniodOrs_ @adelantevox28A Hay gente que ha cobrado ERTE, cuando su empresa lleva más de un mes FUERA del ERTE.",QuevedoReturns2,,,
2020-06-06 16:29:44,"RT @GianinoGian: 8 gobernadores organizan su propia estrategia y semáforos locales ante la epidemia❗️
Ya se va viendo una oposición unida c…",desaor59,"Si no nos seguimos, no DM 🙏🏻",,
2020-06-06 16:29:44,"RT @Fumatron_S: Que no os confundan los de VOX con el término despectivo ""paguita"", la prestación contributiva y el subsidio por desempleo…",MJGV92428129,,,
2020-06-06 16:29:45,RT @lulanavarroo: es increíble la cantidad de veces por día que me tiro un twerk ahí re random nose si se entiende corte que me paro de la…,SoyPaulinaM_,,,
2020-06-06 16:29:45,@yuki_olp E de bom humor porque não paro de comer... Me ajuda a parar por favor.,aretha_olp,LEVEL O6 · ANDROMEDA O2,,
2020-06-06 16:29:45,"RT @TOMASNUEZ1: Trenes al 100%, Servicios a Bordo al 100% Ya!!!
2000 trabajadorxs en un ERTE. INICIO DE LA ACTIVIDAD YA!!!!! @Renfe @abalos…",vityvic,"Madrid, España",,
2020-06-06 16:29:47,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",JuarezGonzlez,,,
2020-06-06 16:29:47,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",KoldoMB,Bilbo y Madrid,,
2020-06-06 16:29:48,@manu_ela___ @algumasartes Olha Aki manu eu paro quando eu quiser mais no momento prefiro não parar kkkkkkkkkkk,EmanuelTalys,,,
2020-06-06 16:29:49,"Todo se asombran de la cámara, yo no paro de sorprenderme de la calidad del sonido de los últimos celus.",MarquezHugo,,,
2020-06-06 16:29:49,"RT @cristinahr95: Buenas, soy una chica de 25 años q ante la actual situación me quedé en paro. (S.turismo) no quiero ningún tipo de ayuda,…",Marina_Bcn1972,,,
2020-06-06 16:29:50,@gdehoyoswalther @GobiernoMX @DiputadosMorena @Coparmex @Excelsior @Imagen_Mx @beltrandelrio @Rodpac @armguajardo… https://t.co/koTzMnUx1V,72Solis,,,
2020-06-06 16:29:51,RT @JavierArocaA: Pues resulta que el entusiasmo sobre las cifras del paro en EEUU era un error estadístico .  Y ėstos no son epidemiólogos.,estesitu,,,
2020-06-06 16:29:52,"Yo creo que sigo mamada, no paro de reirme jajajajajja que buena noche! 🤣🤣🤣",Miluufernande13,,,
2020-06-06 16:29:54,RT @HugoMedeiros_09: 3 milhões de respostas e eu paro de beber,Jeeancs,"Valparaíso de Goiás, Brasil",,
2020-06-06 16:29:55,qnd eu comecei a chamar a Ly de Lyly eu n paro aa,copyzcat,"𝑳𝒚𝒗𝒊𝒂, 𝒎𝒚 𝒃𝒂𝒃𝒆...",,
2020-06-06 16:29:55,Influenciada pela @junnascimento_  não paro de ouvir JB,MariPiccinin,São Carlos -SP,,
2020-06-06 16:29:55,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",la_otra_madre,Santa Cruz de Tenerife,,
2020-06-06 16:29:56,"RT @montesinospablo: Ha concluido el luto oficial por las víctimas y seguimos sin saber el numero real de fallecidos por coronavirus.

Marl…",Rayuela_LDH1,"Getafe, España",,
2020-06-06 16:29:55,"@isalomu3 Yo como soy así de chulo, busqué una buena zona. Pero de los otros 3 compañeros, dos se fueron al paro, o… https://t.co/OUHW76zBCv",SigilosoVillaca,,,
2020-06-06 16:29:56,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",shishibroke,,,
2020-06-06 16:29:58,"RT @laderechadiario: 🇺🇸 | #Economia: a pesar de los ""expertos"" que indicaban un nivel de desempleo alrededor del 20%, el mes de mayo mostró…",AlexiisRossi,,,
2020-06-06 16:30:00,"#Política | Los trabajadores judiciales, entre quienes están funcionarios de Medicina Legal, Fiscalía, Procuraduría… https://t.co/qg1ife3VQz",TotusNoticias,"Medellín, Colombia",,
2020-06-06 16:30:02,"RT @Annette_Taddeo: Muchos de Uds. me han preguntado por que los pagos semanales del #desempleo no han llegado de repente 

💵 @FLDEO ahora…",RobertoRTejera,"miami, Fl",,
2020-06-06 16:30:04,Que hijo de mil puta pero te juro que lo agarro con la cachiporra y hasta que no sangre no paro,FacuuCasta,San Rafael,,
2020-06-06 16:30:05,Últimamente no paro de ordenar y ordenar no se que me pasa xD,_mochiiisan_,,,
2020-06-06 16:30:05,"RT @isalomu3: Señoras, señores....

Me acaban de comunicar, que el próximo lunes, me incorporo a mi puesto de trabajo.... se acabó el ERTE!…",Carmen_VOX,"Uceda, España",,
2020-06-06 16:30:07,"RT @Cristian_2_27: Es tendencia #GraciasMacri?

 Motivos :

✅ Deuda a 100 años
✅ FMI
✅ Inflación y devaluación récords
✅ Pobreza 40%
✅ Dese…",flores_daniel,,,
2020-06-06 16:30:07,"RT @Aranciojelyfish: ※再掲
『绿谷总受哨兵向导PARO』 https://t.co/6cuPWprdsm",holmz710,الثقب الأسود .,,
2020-06-06 16:30:08,"Daqui 10 min já começo a trabalhar e só paro às 21h 

Bora pra mais um dia 🙌",NathyAgamer,Brasil,,
2020-06-06 16:30:09,"Yo que vivo en un país comunista no lo puedo pagar, me tengo que conformar con mis estudios de aquí que afortunadam… https://t.co/Lq9sL7TuEd",nestorperaltav,,,
2020-06-06 16:30:09,"RT @qtf: IMÁGENES de Reforma, Polanco, Embajada de EEUU ... me estruja el corazón. Aterrador ver las consecuencias de los discursos de odio…",Rmendozac,"Monterrey, Mexico",,
2020-06-06 16:30:11,"RT @JavierArocaA: Y la prensa española todavía no se ha enterado , por lo  visto. O no ha llegado el becario traductor .",fernanditohuevo,"Málaga, Andalucía",,
2020-06-06 16:30:11,@giovanna_cayres Nao paro de ver ela kakaka,luaanle,"Mato Grosso do Sul, Brasil",,
2020-06-06 16:30:13,"@naaaars La putada es que no se pueden acoger al IMV, el IMV me parece una idea muuuuy buena el problema es que est… https://t.co/GApu6Hp9Ah",gfeernandeez,"Lleida, España",,
2020-06-06 16:30:13,"Eu não ligo pra nada, to fodase pra tudo e todo mundo, mas eu NÃO consigo estar de mal com uma pessoa específica e… https://t.co/Iy1Upe9tUe",brunababisz,,,
2020-06-06 16:30:13,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",bruxa55,,,
2020-06-06 16:30:15,RT @SrtaAfronta: Quando estou bronzeada e de marquinha não paro de ficar me admirando em frente ao espelho 👙🥰,Barbiemorenn,"São Gonçalo, Brasil",,
2020-06-06 16:30:15,@imcarlosjoaquin 🥺🥺🥺🥺🥺 nos vamos a morir desempleados,Matiasdanielh,"santiago, chile",,
2020-06-06 16:30:17,"RT @PdPagina: Las Mujeres Organizadas de la Facultad de Economía mantienen, desde hace 3 meses, un paro separatista. Es el único paro femin…",abel_chirundo,Guajumbaro,,
2020-06-06 16:30:18,@littlesjao @kunfuso KKKKKKKKKKKKK PARO COM ESSA MUSICA,dahyundreams,        pj.  ⿻    智 𓂃      公,,
2020-06-06 16:30:18,"@driftdeuno PARO feio tbm não, vamo ter q fazer um ranking aki",Kw_costa,,,
2020-06-06 16:30:20,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",GloryFenix,,,
2020-06-06 16:30:24,"RT @Marysa191988: La derecha crea empleos precarios, la izquierda paro de calidad.",seveseve28,"Barcelona, Tabarnia,Spain",,
2020-06-06 16:30:24,"Recordamos a FRANCISCO MACHÍO MARTOS asesinado por los Comandos Autónomos Anticapitalistas (CAA)en Azpeitia, 7 juni… https://t.co/BQFMSAL6h1",MemorialVT,"Vitoria-Gasteiz, España",,
2020-06-06 16:30:26,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",PaulLaulieA,entre Atlántida y Mu(Lemuria),,
2020-06-06 16:30:27,"RT @neuro_p_salinas: @baradit Pucha peor en Chile volvimos a los 80: represión en las calles, desempleo galopante, prensa convencional mand…",guille_vergara,Santiago de Chile,,
2020-06-06 16:30:28,"RT @FrayJosepho: El turismo en la ruina, los autónomos desesperados, muchas empresas cerradas, subidas asfixiantes de impuestos, aumento br…",ChusDiazTrapi,Pozuelo de Alarcón. España,,
2020-06-06 16:30:28,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",Burtontim9,"Madrid, España 🇪🇦",,
2020-06-06 16:30:28,RT @crmelllo: Eu com meus croppeds de 25 paro tudo mesmo kk😌,MathiasPjl,COMPLEXO DO LINS / CHAPADÃO 🚩,,
2020-06-06 16:30:29,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",KatadeRivarola,Santiago. Chile,,
2020-06-06 16:30:29,"RT @RobinLALAL: Millones de trabajadores cobrando el 75% de sus sueldos, otros millones desempleados, millones de autónomos sin ingresos en…",eva_NMRK1222,,,
2020-06-06 16:30:30,RT @laMiluAl: No paro de pensar en vos,ValenGmz9273,,,
2020-06-06 16:30:30,"RT @Tiemposalvaje: Junio colas del hambre, ERTE sin cobrar,paro y pobreza ¿el votante del PSOE qué le contará a su familia?..",Kayla1858673938,,,
2020-06-06 16:30:32,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",TomasAbercio,,,
2020-06-06 16:30:38,RT @SrtaAfronta: Quando estou bronzeada e de marquinha não paro de ficar me admirando em frente ao espelho 👙🥰,Paporetomulher1,,,
2020-06-06 16:30:38,saudades😭,brsilva3_,Ilha do Governador,,
2020-06-06 16:30:42,RT @profesorlupa2: EEUU = El ya delirante Trump declara que las supuestas mejoras en la tasa de desempleo son la mayor de las cosas que pue…,WladimirGodoy5,,,
2020-06-06 16:30:43,El abuelo ta fumao..,SergiJimenez2,Barcelona,,
2020-06-06 16:30:44,"RT @Anahata_1: El facha de Trump ha creado 2,5 millones de empleos y aquí cerca de un millón sin cobrar el ERTE desde hace tres meses.

Per…",pepevcf59,,,
2020-06-06 16:30:45,@cronica buenas! Yo el 18 de febrero 2020 dejé de trabajar por terminación de obra. tengo que hacer el fondo desemp… https://t.co/6XIHMtPA84,Frank21040221,,,
2020-06-06 16:30:45,Sólo sirves para empobrecer a los españoles,inffiniti11,,,
2020-06-06 16:30:46,RT @Omontmar: #renfetripulacionesenerte,Maribel93725585,,,
2020-06-06 16:30:46,"@jiyongrunner quando ele paro de dar risada e fico sério, ate me arrepiei",vousmark,,,
2020-06-06 16:30:48,"RT @Annette_Taddeo: Muchos de Uds. me han preguntado por que los pagos semanales del #desempleo no han llegado de repente 

💵 @FLDEO ahora…",marandiaz01,,,
2020-06-06 16:30:49,@LuVillagra16 Hasta no poner stickers porno no paro,Nico_Cisneros7,"Córdoba, Argentina",,
2020-06-06 16:30:50,"RT @CalpPsoe: Juventudes propone combatir el COVID y el desempleo juvenil

Hace más de un mes desde Joves Socialistes de Calp se presentó e…",Nacha_Rosa,Calpe ,,
2020-06-06 16:30:50,RT @cloppbox: Me gustaría saber qué piensan todos los votantes del PSOE que han acabado en un ERTE ... al ver al amigo de Sánchez cobrando…,MaOATR,,,
2020-06-06 16:30:51,"RT @FrayJosepho: El turismo en la ruina, los autónomos desesperados, muchas empresas cerradas, subidas asfixiantes de impuestos, aumento br…",Marte_Ven1,,,
2020-06-06 16:30:51,RT @SrtaAfronta: Quando estou bronzeada e de marquinha não paro de ficar me admirando em frente ao espelho 👙🥰,pxx__malu,"vó,tadeu🥀",,
2020-06-06 16:30:52,Mesmo sofrendo a cada jogo não paro de amar esse time,DJoca18,"Santíssimo, Rio de Janeiro",,
2020-06-06 16:30:52,DESEMPLEO llega a más de 2 MILLONES de mexicanos; profesionistas los más vulnerables https://t.co/zwn8bUKZFW a través de @puntoporpunto,puntoporpunto,México,,
2020-06-06 16:30:52,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",gerardmac76,Iquique - Antofagasta,,
2020-06-06 16:30:52,"@AnaPOrdorica Señora,
NO DIGA ESTÚPIDECES. 

Infórmese y aplique consciencia. De clase, justo, se llama.

Ahí le ti… https://t.co/AeNwtTBW3A",pAtty_fosforita,Entre burbujas y aires,,
2020-06-06 16:30:55,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",gortiz1970,,,
2020-06-06 16:30:55,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",aneshali,España,,
2020-06-06 16:30:57,"@HermaineM Me sigam ai sigo, de volta 🔥
Se parar de seguir tbm paro.🤙🏻❌",com_malvada,,,
2020-06-06 16:30:58,"RT @LaOrejaRoja: 'En Colombia por más de 50 años hemos dormido en la misma cama con el conflicto armado, la desigualdad social, el desemple…",edferobayo,,,
2020-06-06 16:30:59,"@MarcosSFDEZ @policia Yo No suelo llevarla en la calle me cuesta por un motivo  pero nunca paro , NUNCA con nadie… https://t.co/kFafJeY6EU",furrivbv52,"Palencia, España",,
2020-06-06 16:30:59,No paro de escuchar #Sueño. Me encanta! 👌😍 @pabloalboran @JavierBeret https://t.co/60kegGvQS8,Azu_Torress,Buenos Aires - Argentina 🇦🇷,,
2020-06-06 16:30:59,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",ruka31,madrid,,
2020-06-06 16:30:59,RT @JuanIgnacioCre1: Dependerá del mix que quiera el Gobierno por razones políticas y financieras. Tiene un menú donde elegir: MEDE para ga…,majony64,España,,
2020-06-06 16:31:00,"Yo no paro, yo produzco indiferencia",Lucia_SinTeoria,,,
2020-06-06 16:31:00,"@trickfreefollow Me sigam ai sigo, de volta 🔥
Se parar de seguir tbm paro.🤙🏻❌",com_malvada,,,
2020-06-06 16:31:00,como eu paro com isso,guinhoberry7,ot⁴⁰ 🌈,,
2020-06-06 16:31:02,"RT @Regia_Pam: La izquierda y el virus  son la causa de todos los males. La desobediencia a las normas que permite el contagio, y el desemp…",Supera_Lo,"Texas, USA",,
2020-06-06 16:31:04,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",ChusDiazTrapi,Pozuelo de Alarcón. España,,
2020-06-06 16:31:06,"RT @mj_zaragoza26: Me dijeron que el 10 de mayo cobraría el Erte, NO LO COBRÉ, me dijeron que cobraría los dos meses antes del 10 de junio,…",PalomoBlas,,,
2020-06-06 16:31:07,RT @the_raven77: En la anterior crisis me quedé en paro y después de un tiempo empecé en un nuevo trabajo radicalmente distinto al anterior…,oscarsemtts,Catalan Republic,,
2020-06-06 16:31:12,RT @IrvingGatell: Información básica sobre las AFORES.,Klausssen,"Distrito Federal, México",,
2020-06-06 16:31:12,"RT @hebi86070749: #くろのあとりえ #かな絵 #KuzuArt 
mafia paroかも https://t.co/HlqmIWGCSK",SanmegaF,,,
2020-06-06 16:31:17,No paro de ver las fotos socorro,jessiog98,"Córdoba, España",,
2020-06-06 16:31:17,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",mlntlnt,,,
2020-06-06 16:31:20,"@schreiber_gaby Guria eu não paro, fico de cara com esses macho, vontade de pegar um ônibus e fazer uma excursão pa… https://t.co/QmEGXkB5cm",gabi_pir3s,"Paranaguá, Brasil",,
2020-06-06 16:31:21,"RT @Regia_Pam: La izquierda y el virus  son la causa de todos los males. La desobediencia a las normas que permite el contagio, y el desemp…",CesarLevin,Chile,,
2020-06-06 16:31:24,"@dangerovsbeast &lt; cantarína del mundo, en un tono perfecto para que todas las humanas oyeran grito

""¡El!""

Su pare… https://t.co/jJxd16kodf",coldbarbiedoll,Forks. SPA/ENG,,
2020-06-06 16:31:24,RT @errordesconocid: Aquí se pone en duda hasta la hora que da el gobierno chino pero nos tragamos la tasa de paro que da EEUU.,LahozJorge,,,
2020-06-06 16:31:24,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",kchugod,MCND ONEWE SKZ ,,
2020-06-06 16:31:24,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",geminis70191260,,,
2020-06-06 16:31:25,"RT @hebi86070749: #くろのあとりえ #かな絵 #KuzuArt 
アークナイツparoの二人を想像して描いてみました。
サンクタの叶と、サルカズの葛葉です
銃を描くのが初めでなので、ちょっと間違ったところもあるかも https://t.co/dEsz2PyVB8",SanmegaF,,,
2020-06-06 16:31:27,"RT @y_richard10: Parou de seguir eu paro também,vc não é famoso e eu não sou seu fã.",raynaaraa,caxias city,,
2020-06-06 16:31:27,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",RafaelJordan63,"Málaga, España",,
2020-06-06 16:31:27,a veces me paro a mirar mi user y digo en que momento se te pinto ser israelista por dios QUITATE ESO,khhanji,甘いが悪!!! #$$ #ハン,,
2020-06-06 16:31:28,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",funciona24,España,,
2020-06-06 16:31:29,"RT @DonghyuksLover: En chile te MATAN por ser indígena.

Soy mujer, tengo 23 años y soy atacameña reconocida por la comunidad de Toconao; h…",JackNJayLouNHaz,Chile,,
2020-06-06 16:31:30,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",ivanrm1969,,,
2020-06-06 16:31:32,"@AbbySaanchez Te juro que no puedo, no paro de soñar que estamos viviendo una vida perfecta en París los dos juntos",joako_zambrano,Konoha,,
2020-06-06 16:31:33,"RT @PdPagina: #Entérate | Las Mujeres Organizadas de la Facultad de Economía mantienen, desde hace 3 meses, un paro separatista. Es el únic…",rulassio,México,,
2020-06-06 16:31:33,RT @SrtaAfronta: Quando estou bronzeada e de marquinha não paro de ficar me admirando em frente ao espelho 👙🥰,camilajoo31,Meu filho minha vida👦💕,,
2020-06-06 16:31:33,"Seguiu eu sigo 
Parou eu paro
Fav e rt nesse tt 
Siga todos 😍😍😍
#SDVTODOS",reijuliantricks,,,
2020-06-06 16:31:33,"Tô com saudade do tempo que só falavam em querer dar o cu, acho que vou liberar as palavras de pornos e as contas +… https://t.co/mfObkHZOSu",HYEUNWUNG,⠀⠀⠀⠀⠀⠀  sımple plot :,,
2020-06-06 16:31:34,"RT @m_ntst: Cafiero sale a decir boludeces para que nos olvidemos que declararon default, aumentó el desempleo, los municipios históricamen…",Alefidela,MISIONES,,
2020-06-06 16:31:36,"RT @GianinoGian: 8 gobernadores organizan su propia estrategia y semáforos locales ante la epidemia❗️
Ya se va viendo una oposición unida c…",ledzep1970,,,
2020-06-06 16:31:37,RT @the_raven77: En la anterior crisis me quedé en paro y después de un tiempo empecé en un nuevo trabajo radicalmente distinto al anterior…,VeronicaUgarte4,"Barcelona, España",,
2020-06-06 16:31:38,@thlnmello @eueduramos @lmwtff HUAHUAHAUHAAUHAUHAUA claramente vc quando eu paro de me relacionar com as pessoas q vc n gosta kkkkkk,iancasoave,,,
2020-06-06 16:31:38,Eu nesse “paro quando quiser” há muito tempo,_anakuza,"Vila Velha, Brasil",,
2020-06-06 16:31:39,Cuatro basics sobre el ERTE,GuillemMatas,,,
2020-06-06 16:31:40,"RT @ProfesorLimberg: Lo lamentable: los universitarios son la generación del desempleo en México.

Lo grave: el gobierno de la 4T no tiene…",Itsjesymonroe,México,,
2020-06-06 16:31:41,RT @FroilLannister: ¿Cuándo va a llegar el ERTE de Inditex que todos los progres y medios afines anunciaban desde el primer día del Estado…,parinparem,Madrid,,
2020-06-06 16:31:41,"RT @gusttavomed: por isso eu desde o começo eu saio, não paro em casa e nunca neguei! pelo menos mostrei minha cara desde o começo e n quis…",_Cachinhos22,,,
2020-06-06 16:31:42,@BTS_twlr Se me paro... el corazón,THtete95,Taehyung ,,
2020-06-06 16:31:49,#PABLOIGLESIASDIMISION,YagueSusana,Madrid,,
2020-06-06 16:31:49,Requisitos para obtener el Retiro Parcial por Desempleo del IMSS https://t.co/Keidi0HVx5,lahojamx,Hermosillo,,
2020-06-06 16:31:51,"RT @iguberri: Hay que unirse y pelear, y después pelear y pelear! Si no muchos y muchas interin@s en fraude tendremos ""destino SEPE""! Y ent…",PatriciaEscam,,,
2020-06-06 16:31:56,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",madrid_mondejar,,,
2020-06-06 16:31:56,"RT @CauResende1: parou de seguir eu paro também, tá achando q é famosa",andersonh16,"Sapucaia,Rio de Janeiro,Brazil",,
2020-06-06 16:31:56,no paro de cagarla 🤦🏽‍♂️🙄,JuaaniAcade,,,
2020-06-06 16:31:57,"RT @GianinoGian: 8 gobernadores organizan su propia estrategia y semáforos locales ante la epidemia❗️
Ya se va viendo una oposición unida c…",lealgr,,,
2020-06-06 16:31:58,"RT @Cristian_2_27: Es tendencia #GraciasMacri?

 Motivos :

✅ Deuda a 100 años
✅ FMI
✅ Inflación y devaluación récords
✅ Pobreza 40%
✅ Dese…",AleDF13,,,
2020-06-06 16:31:59,"RT @neuro_p_salinas: @baradit Pucha peor en Chile volvimos a los 80: represión en las calles, desempleo galopante, prensa convencional mand…",SylviaSepu,,,
2020-06-06 16:31:59,@cami_uriostegui @Cons_Arroyuelo @mirosmurillo Paro si,marierqq,,,
2020-06-06 16:31:59,"Señora @Yolanda_Diaz_, tiene ya respuesta a la pregunta que tantas veces se le ha formulado sobre parar las prestac… https://t.co/iDpPvZHcEE",pazmaniak,,,
2020-06-06 16:32:00,"@Inmujer Paro, subidas impositivas, pobreza y me voy a poner a pensar en no se que de no se que cual.",SadorWhigga,,,
2020-06-06 16:32:01,"ham sou róóóóóóóóóót
i nomu iéparo
ham sou faiiiiiiiiiiine
i nomu medajisou
ham sou cuuuuuuuuu
i nomu motchou
ham sou sou sou rót rót",_d_henrique__,"Honeymoon Avenue, Daegu",,
2020-06-06 16:32:02,RT @Maria38940228: Soy andaluza en Catalunya y siento indignacion de que la Junta de Andalucía haga estas idioteces incoherentes. Que emple…,emberilio,Catalunya,,
2020-06-06 16:32:02,@Gasparzin3 ei paro 😔,arrudamarcela_,"Brasília, Brasil",,
2020-06-06 16:32:03,@grazielee_m Jsksjdksjd vou pensar se paro ent,Naathisz,na tua,,
2020-06-06 16:32:03,"RT @Marysa191988: La derecha crea empleos precarios, la izquierda paro de calidad.",MAVespaR,- Nowhere -,,
2020-06-06 16:32:04,Un gobierno decente acabaría con estos despilfarros en privilegios para políticos e impondría penas muy severas con… https://t.co/fvYPosNQz0,caguiler3,Almería,,
2020-06-06 16:32:04,"@Vidushi_ii @jmgarciaperez Fíjate la brecha tan grande entre ingresos/gastos. Los ingresos se van, pero el estado s… https://t.co/rDsDvpBw31",jimerino,Δx*Δp ≥ ħ/2,,
2020-06-06 16:32:05,"RT @OscarOrtizE2: El terrorista Petro y sus Camaradas de Fecode, buscan llegar a las elecciones del 2022 con el país en hambre, desempleo y…",Angela53400883,,,
2020-06-06 16:32:05,RT @MillenaSantan16: Eu to enorme de gorda  e mesmo assim eu n paro de comer. . Isso tem q mudar meu pai,Lavyntj,"Rio de Janeiro, Brasil",,
2020-06-06 16:32:05,"@GVillar_uy Lo que el pueblo va a pagar es el agujero y el desorden que dejaron.
Los que trabajamos ganaremos un po… https://t.co/kVDxCIW68l",RubenPena1957,"Montevideo, Uruguay",,
2020-06-06 16:32:06,RT @rzpostura: igual balão não paro mais de subir 🙌,Pierryscott,,,
2020-06-06 16:32:06,@velardedaoiz2 Otro motivo más que hará que suba más el paro.,edublond,Madrid,,
2020-06-06 16:32:06,"RT @Tiemposalvaje: Junio colas del hambre, ERTE sin cobrar,paro y pobreza ¿el votante del PSOE qué le contará a su familia?..",ivanrm1969,,,
2020-06-06 16:32:07,@omarfayad  señor gobernador la despensa de hidalgo te nutre solo dan una m dieron una pero ya m quede sin nada ..n… https://t.co/BQqtGCFByX,Catalin01937221,,,
2020-06-06 16:32:08,"Liza fez meu mapa astral hj, agr nao paro de ler sobre",aloha_isabelly,,,
2020-06-06 16:32:10,To de boa arrumando as caixa de mudança aí paro pra rebolar,jv_cix,Belo Horizonte,,
2020-06-06 16:32:11,"RT @JavierArocaA: Y la prensa española todavía no se ha enterado , por lo  visto. O no ha llegado el becario traductor .",PacoMuo81781959,Madrid,,
2020-06-06 16:32:13,"RT @parosemena: Hasta cuándo pretenden seguir SALVAGUARDANDO PRIVILEGIOS. Ya basta. Proteccionismo destruye el bolsillo ciudadano, trae más…",daloelpibe,,,
2020-06-06 16:32:16,RT @sugashadows: no paro de pensar porque yoongi menciona tanto tony montana y que dijera “tony montana part 2? quieren una canción de jimi…,kok_y_mochi,México 🇲🇽,,
2020-06-06 16:32:19,"RT @_thaay15: Parou de me seguir paro igual, você não é famoso e muito menos eu sou sua fã",_matheus288,Brasil,,
2020-06-06 16:32:20,"RT @elmundoes: Pablo Iglesias exhibe los ERTE como la ""principal contribución"" de Podemos en la crisis por el coronavirus . https://t.co/AL…",mariavj40,"Las Palmas, Islas Canarias",,
2020-06-06 16:32:20,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",Apocali74106911,,,
2020-06-06 16:32:22,"RT @EugeniodOrs_: No se está hablando mucho de que Montilla ha fichado por Enagás, trabajará desde su despacho oficial de expresidente, con…",Narayama14,España,,
2020-06-06 16:32:22,RT @diegodelacruz: Informe del @IEE_madrid,eco4todos,esRadio y 125 de Movistar,,
2020-06-06 16:32:24,@Luizotaviouai paro não,Rebecasouza000,"Minas Gerais, Brasil",,
2020-06-06 16:32:24,"RT @ChauOperetaK: 🇺🇲ESTADOS UNIDOS: Ya se generaron dos millones y medio de puestos de trabajo en plena pandemia.

🇦🇷ARGENTINA: Sigue creci…",LitaB19,,,
2020-06-06 16:32:24,RT @josimar____: Que se te muera un perro es lo peor se los juro no paro de llorar 💔,MarieOrtiz008,,,
